shortcode;url;likes;comments;tags;
BZ_0IIWDv6b;https://instagram.fbru2-1.fna.fbcdn.net/vp/cd03cfe217b6f1e38aecb04ca77f47de/5C146D90/t51.2885-15/e35/22277538_1987368801539992_4665344475080425472_n.jpg;1497348;9951;outdoor,nature,mountain,water,rock,wave;
BaC4WjTBLdf;https://instagram.fbru2-1.fna.fbcdn.net/vp/661855e61e93e8e80916836b5e035d56/5C374385/t51.2885-15/e35/22344042_542645456074562_3508616886419980288_n.jpg;1385956;6446;tree,outdoor,lit,night,dark,outdoor object;
BaF6i6Jjs8H;https://instagram.fbru2-1.fna.fbcdn.net/vp/66c4bfcf0a9ec2e70e5400900633c072/5C3926C3/t51.2885-15/e35/22344635_131382457586691_6510733167295463424_n.jpg;790983;3763;covered,several;
BaFrTcbD0oA;https://instagram.fbru2-1.fna.fbcdn.net/vp/b74e51ef20b2a6072bf5f0fdab8567b2/5C09AAC8/t51.2885-15/e35/22280665_295936220889682_1304909384916140032_n.jpg;1086994;4250;water,outdoor,shore,ocean;
BaR-_5sjw7A;https://instagram.fbru2-1.fna.fbcdn.net/vp/d92a7916e554e5d3af9009158a7a08a3/5BF56D12/t51.2885-15/e35/22430149_745057929027291_8750594243208151040_n.jpg;1297900;4806;;
BaOc61zjDZk;https://instagram.fbru2-1.fna.fbcdn.net/vp/3fb766337c72c78c63d8f2c05bb882eb/5BF8CF1F/t51.2885-15/e35/22430556_364432017340521_2937147762287837184_n.jpg;999743;4079;outdoor,grass,sky,field,mammal;
BaSCUK1jmj8;https://instagram.fbru2-1.fna.fbcdn.net/vp/92e20e50908fcbb9bc119da935abf97f/5C08464E/t51.2885-15/e35/22430074_724364277757217_7058150594829090816_n.jpg;827192;5461;sky,outdoor,ride;
BaU5RkIDYr7;https://instagram.fbru2-1.fna.fbcdn.net/vp/34ed6e6be6004302c1eb74fbb2b8f861/5BF8B611/t51.2885-15/e35/22582200_217476572125531_3969058361466421248_n.jpg;1053299;4094;sky,outdoor,grass,person,field,cloudy,day;
BaPdK2HjQQ4;https://instagram.fbru2-1.fna.fbcdn.net/vp/854aa1fbf388b238eadb4eb261c1bd80/5C00F3C6/t51.2885-15/e35/22500103_1636347496439875_6518687103130271744_n.jpg;1113916;8775;plate,indoor,white,decorated,colorful,several,arranged,colored,fresh;
BaU0GVRjXyq;https://instagram.fbru2-1.fna.fbcdn.net/vp/4369af2ee1897d8b9e3d932bc49805ec/5C3BB9EF/t51.2885-15/e35/22580313_121197811909097_4334938168622055424_n.jpg;486913;1893;person;
BaUb17MDx5c;https://instagram.fbru2-1.fna.fbcdn.net/vp/526990749d60d0abf1e6a8d1e970163b/5C0BAFEE/t51.2885-15/e35/22430397_124657868240648_5644062243600465920_n.jpg;1145707;4657;tree,grass,outdoor,gallinaceous bird,chicken;
BaM9n7ah8Ac;https://instagram.fbru2-1.fna.fbcdn.net/vp/9d826552ac5bcd1c219353750436d909/5C3BB10C/t51.2885-15/e35/22344630_644636782399297_1318413183001559040_n.jpg;1128841;4058;road,outdoor,colored;
BaR267NjLC-;https://instagram.fbru2-1.fna.fbcdn.net/vp/37275120c874a2d7e3a1cd2ab61a01db/5C043173/t51.2885-15/e35/22430511_164283767487996_5176805046297296896_n.jpg;933557;3671;wall,indoor,room;
BaOjZGXjBqp;https://instagram.fbru2-1.fna.fbcdn.net/vp/9fb545aa05649e78ec504e2b827439ee/5C19330A/t51.2885-15/e35/22427172_230559170808785_5093865658693713920_n.jpg;1027225;5300;outdoor,red,day;
BaYHHg3jU0i;https://instagram.fbru2-1.fna.fbcdn.net/vp/ce7491c83fc88490faedffb1538bc318/5C095280/t51.2885-15/e35/22580436_154099548522030_4960363154417647616_n.jpg;1008573;7303;pink,red,painted,colored;
BaVKOttjcho;https://instagram.fbru2-1.fna.fbcdn.net/vp/a3e0f7c93391db0725f2e8516d663d13/5C0A0F0D/t51.2885-15/e35/22639445_301907936953523_4365355565098991616_n.jpg;855402;4715;person,holding,hand;
BaZqLFFjm_P;https://instagram.fbru2-1.fna.fbcdn.net/vp/722569f4eea8c6632d2f0f573718959f/5BFF4679/t51.2885-15/e35/22580926_1864493890531513_1305567915071766528_n.jpg;1046893;6590;person,indoor;
BacSjodhmaZ;https://instagram.fbru2-1.fna.fbcdn.net/vp/c81ce2aa67183782ff1e6d78c6416b20/5BF65FE3/t51.2885-15/e35/22708698_1684015711628882_80171109382619136_n.jpg;917872;8990;person,indoor;
BaXstpnjPF0;https://instagram.fbru2-1.fna.fbcdn.net/vp/c248f6e8212d01429cc3e3f76aabc4a8/5C005F5E/t51.2885-15/e35/22582199_1716698461736291_1479839528821719040_n.jpg;811452;5932;wall,indoor,person;
BajnTSfjarz;https://instagram.fbru2-1.fna.fbcdn.net/vp/e04ae586774cd4633003e18197413120/5BF7BF17/t51.2885-15/e35/22639257_860619584114492_5069782883711844352_n.jpg;764160;3449;arch;
Bae_71_Dput;https://instagram.fbru2-1.fna.fbcdn.net/vp/7fc498001641ff7c78b52d429f12d0ef/5C17ED7C/t51.2885-15/e35/22708810_525840314416610_8232693338466156544_n.jpg;831347;3528;person,outdoor,building,street,people,city;
Bajx6x0DeE9;https://instagram.fbru2-1.fna.fbcdn.net/vp/740142d6a3889151fcf46322525e7d82/5C162B03/t51.2885-15/e35/22711062_152773058661741_1229253329838669824_n.jpg;994370;6288;umbrella,ground,building,rain,walking,floor,street,scene,outdoor,way,person,people,wet,group,sidewalk,city,rainy,night,day,several;
BageGbgD05c;https://instagram.fbru2-1.fna.fbcdn.net/vp/061c5c57b39394e42ff91a9bc8367513/5C169232/t51.2885-15/e35/22637128_529391320727674_6286675186003476480_n.jpg;1123438;5892;water,outdoor,surfing,water sport,air,spring,wave;
BaXBO6NB9X8;https://instagram.fbru2-1.fna.fbcdn.net/vp/f1a5ab94045f6566d66eaa856eb5892d/5C164A9C/t51.2885-15/e35/22500421_1497515343674457_8415846137130385408_n.jpg;920135;10326;person,clothing,hair,close;
BanB6ayjJi-;https://instagram.fbru2-1.fna.fbcdn.net/vp/37978d57e999866816c25440650aa661/5BFC074A/t51.2885-15/e35/22709147_731582483710014_5920404807406845952_n.jpg;708330;3165;outdoor,sky,person;
BarcPvEDF6s;https://instagram.fbru2-1.fna.fbcdn.net/vp/167399eddfc896a4f11e6f50c083aa75/5C0B8B87/t51.2885-15/e35/22710241_141173603189258_7559200302759411712_n.jpg;752257;3458;tree,outdoor,flower,plant,field,crowd;
BapnenIjSYC;https://instagram.fbru2-1.fna.fbcdn.net/vp/1477097d75ada8f9ba054a0c188125bf/5BFD034E/t51.2885-15/e35/22710634_168282097088165_4961363495250558976_n.jpg;615354;2723;outdoor,way;
BanKNxHDfwp;https://instagram.fbru2-1.fna.fbcdn.net/vp/52a7de78112abc13df8d8086c31b890c/5C38C4C6/t51.2885-15/e35/22709249_1722262184474018_95059785312894976_n.jpg;1538727;9051;indoor,bed,cat,laying,blanket,cloth,bedclothes,domestic cat;
BapvB_jD0N1;https://instagram.fbru2-1.fna.fbcdn.net/vp/a8440de7397094f6cc6e56a1ebf74976/5BF9C4F9/t51.2885-15/e35/22711070_142057586424415_3277305895070990336_n.jpg;584732;2647;snow;
BarjT5xDn80;https://instagram.fbru2-1.fna.fbcdn.net/vp/264aa9901d22f3b1eae501724c03c587/5C1B774E/t51.2885-15/e35/22710349_498691820501483_1535673493784363008_n.jpg;577536;3393;outdoor;
BamcpyPDzSR;https://instagram.fbru2-1.fna.fbcdn.net/vp/e61757919653a86a8a9b3576f8ff24dc/5BFD7B6D/t51.2885-15/e35/22710654_876324592536108_2899239655083868160_n.jpg;1020036;5543;sky,outdoor,nature,orange;
BarPJK6jnv-;https://instagram.fbru2-1.fna.fbcdn.net/vp/52ca6822c345d3f2e6d78c3275cc1f08/5C14671B/t51.2885-15/e35/22802015_1826613197629482_2010245437004447744_n.jpg;550495;2625;person;
BapKocthPHJ;https://instagram.fbru2-1.fna.fbcdn.net/vp/f763cb348b04c360969b95b3f917dc37/5BFA2DF4/t51.2885-15/e35/22709391_287907381721830_4163223439097724928_n.jpg;463727;3412;;
BanTHzkD3h_;https://instagram.fbru2-1.fna.fbcdn.net/vp/a6c9f5c514da2300c2fe81caff5693cf/5BFE2551/t51.2885-15/e35/22801959_770127936445426_5650829445611651072_n.jpg;953922;5145;sky,outdoor,farm building;
Ba1mY6SDRGa;https://instagram.fbru2-1.fna.fbcdn.net/vp/6535687ba2ccf2c52a1e20736ff40c9a/5C077C1D/t51.2885-15/e35/22860487_542351662778588_8733061271877844992_n.jpg;1139566;5958;outdoor;
BaxComrhPtN;https://instagram.fbru2-1.fna.fbcdn.net/vp/a962301e231c5746e61302520275075c/5C0777CF/t51.2885-15/e35/22802696_281814178998278_5982096433451368448_n.jpg;816737;5016;sky,outdoor,mountain;
BaygDPvjGoh;https://instagram.fbru2-1.fna.fbcdn.net/vp/3b6d32b541f757b330205157c82f77d4/5C195A21/t51.2885-15/e35/22801963_360174511100377_4777644542587305984_n.jpg;768024;3481;outdoor,pink,red;
BauUHeNhiN2;https://instagram.fbru2-1.fna.fbcdn.net/vp/ae785eaa7bff884f5c96a4fefc685c7c/5C1A9098/t51.2885-15/e35/22793813_162078147713847_2704965231880175616_n.jpg;983507;7482;dog,red;
Ba4eEyDjxi2;https://instagram.fbru2-1.fna.fbcdn.net/vp/c12d21b3cac7c7cb892456cb3b9a7f6d/5BFDDBA8/t51.2885-15/e35/23098874_326644911143862_8968101883977662464_n.jpg;916757;5013;animal,arthropod,crab,dark;
BartBuegYnz;https://instagram.fbru2-1.fna.fbcdn.net/vp/aab8c311399be0dfd5a51a5b12593079/5C14D2A1/t51.2885-15/e35/22858353_132489607406650_2346094549358608384_n.jpg;679342;6580;;
Ba5Ddmjj_0T;https://instagram.fbru2-1.fna.fbcdn.net/vp/a4a838549a3146b5bdb2fb074688c6b1/5C09088C/t51.2885-15/e35/23100985_355138091601622_1712513897409282048_n.jpg;636068;3640;indoor,sofa,green;
Ba14W5JjI0a;https://instagram.fbru2-1.fna.fbcdn.net/vp/9cbad5249ebdb79362517598f74e64b4/5C15BDC4/t51.2885-15/e35/22802334_1657933510925839_4548290780720005120_n.jpg;687138;6892;sky,person;
BazUyErj5cW;https://instagram.fbru2-1.fna.fbcdn.net/vp/5144bc6f1ba960fd3f86f2b26e57500a/5BFEB16A/t51.2885-15/e35/22794197_139950336649166_440006381429325824_n.jpg;911616;6622;cake,table,indoor,decorated,colored;
Baym_dcDT-O;https://instagram.fbru2-1.fna.fbcdn.net/vp/4f62936025e3f8a0584ef1819a68e581/5C355132/t51.2885-15/e35/22802366_1876390739341368_1869689780384563200_n.jpg;1091090;5389;car,street,driving,blurry;
Ba5cMjGD1Ju;https://instagram.fbru2-1.fna.fbcdn.net/vp/b6b583e8034c9ce726903e62a2ed898c/5BF8AB18/t51.2885-15/e35/23161497_543220146029910_5818504831408537600_n.jpg;752728;6306;toy,vector graphics;
Ba7cQ_KD4aA;https://instagram.fbru2-1.fna.fbcdn.net/vp/6bffe09c19ddd528631c889ab22cfbe9/5C17CBCE/t51.2885-15/e35/22858141_125130494843752_4542625396734033920_n.jpg;1551703;5083;;
Ba9SmSHDzwz;https://instagram.fbru2-1.fna.fbcdn.net/vp/c4c4ebb91e0a4c36229689a178061571/5BF42C22/t51.2885-15/e35/23098811_351670121910165_8263111409252958208_n.jpg;673008;4507;plant,flower,colorful,decorated;
BbFDvapDw7I;https://instagram.fbru2-1.fna.fbcdn.net/vp/9dcb48b72671751782307bc03bf3cdc0/5C3AD787/t51.2885-15/e35/23279292_1172125232891089_534822577672028160_n.jpg;823449;4270;outdoor,grass,sky,person,mountain,highland;
BbDB730DcY8;https://instagram.fbru2-1.fna.fbcdn.net/vp/83d7ddb8a2cbdba13b19adb26e0f57b5/5C1A90E1/t51.2885-15/e35/23164802_1480899288664338_7080787563560042496_n.jpg;1633376;10683;sitting,white,indoor,mammal,lagomorph;
Ba7ca9ujKnK;https://instagram.fbru2-1.fna.fbcdn.net/vp/74094fe50b9dafe34a188392a0a33a9f/5C06DC84/t51.2885-15/e35/22860986_158496218082998_6305855487745196032_n.jpg;686262;4963;person,indoor,standing,people,group;
Ba7cH-yDiX_;https://instagram.fbru2-1.fna.fbcdn.net/vp/bd1fe1a6698f1652865df7dc77a34ba2/5C08522A/t51.2885-15/e35/23099044_286704268493642_7569796927676481536_n.jpg;805151;3203;window,indoor,wall,floor,room;
Ba5P_tMDJqD;https://instagram.fbru2-1.fna.fbcdn.net/vp/14eb45252c43f43e7337a742de57fc99/5C358272/t51.2885-15/e35/23098524_1517827381605109_8367592609056555008_n.jpg;639045;2726;person,people,group;
BbAQKzSDLAx;https://instagram.fbru2-1.fna.fbcdn.net/vp/d3ec5845f1cd2e988485c91897596fbe/5BF86819/t51.2885-15/e35/23101568_1802236003139546_8450292328895086592_n.jpg;640833;6728;person,clothing,outdoor;
BbFK536DCMf;https://instagram.fbru2-1.fna.fbcdn.net/vp/9d4d5e9a541d1d5743fc76e95262a7b5/5BFB59E1/t51.2885-15/e35/23161208_255011488358857_5443214445964689408_n.jpg;1169181;5285;outdoor,sky,outdoor object,dry;
BbFS-TBDVhc;https://instagram.fbru2-1.fna.fbcdn.net/vp/cfbb0162c6279306aa33d09149eba268/5C39C8AE/t51.2885-15/e35/23161565_155386908534859_1163496388399464448_n.jpg;567319;4882;;
BbNjuG0DM6q;https://instagram.fbru2-1.fna.fbcdn.net/vp/4f476f39555ab81969ea109167d716c3/5BF9A935/t51.2885-15/e35/23421726_1518426664871265_8626089192906031104_n.jpg;1556302;16297;outdoor;
BbSzj_FBKbY;https://instagram.fbru2-1.fna.fbcdn.net/vp/83750bc464ef764f571b842139c8fefa/5C16A13B/t51.2885-15/e35/23417321_2048877655345723_8086809598821924864_n.jpg;580582;4598;person,sky,man,outdoor,standing;
BbH3G_zj-mI;https://instagram.fbru2-1.fna.fbcdn.net/vp/e3cb003ad32fbff980325f2e75437cc5/5C042BD1/t51.2885-15/e35/23164024_304744326693830_684783048734015488_n.jpg;882916;4893;sky,outdoor,beach,riding,nature,running,plain,sandy;
BbNdNxPjlmq;https://instagram.fbru2-1.fna.fbcdn.net/vp/d472552ba501bb8621949f0aefcd5f8b/5C0C8735/t51.2885-15/e35/23348060_228641424338050_1125472385797980160_n.jpg;916667;5522;dog,sitting,indoor,brown,tan;
BbIKnu-DwFI;https://instagram.fbru2-1.fna.fbcdn.net/vp/1a053a3a36fb87b7605cf527c406a3cb/5C0AC9AE/t51.2885-15/e35/23164376_516496175375869_7005393699056123904_n.jpg;673035;7369;person,outdoor,woman;
BbLRyXoDopp;https://instagram.fbru2-1.fna.fbcdn.net/vp/342270c2ca20820b850789ae40e62e4f/5C016379/t51.2885-15/e35/23279836_393275904438281_1520018776077107200_n.jpg;1137148;5461;sky,outdoor,water,tree,beach,sunset,shore,ocean,sun,plant,sandy;
BbHwTJrDVTJ;https://instagram.fbru2-1.fna.fbcdn.net/vp/21359fa21ec54dbf60e66af303178669/5C152E88/t51.2885-15/e35/23161746_309465699533415_8480908255940313088_n.jpg;1059642;5090;outdoor,building,tree,skating,person,step,cement,concrete,sidewalk,stone,stair;
BbPv-NGDAwC;https://instagram.fbru2-1.fna.fbcdn.net/vp/df90ad83b4a01f9b13bc8cd5d8deb14e/5BFD21B0/t51.2885-15/e35/23279856_129939134379751_3591235104959102976_n.jpg;517711;7034;person,man,posing,glasses,standing,smiling;
BbLFdVBjTwA;https://instagram.fbru2-1.fna.fbcdn.net/vp/f235906e227d180fcce2e1dd92f539f8/5C0958FB/t51.2885-15/e35/23279366_143044249656667_8050418929333436416_n.jpg;1268995;6393;indoor,wall,bed;
BbdViACjUs_;https://instagram.fbru2-1.fna.fbcdn.net/vp/2b1698ad6534c645e98424bb78eca3ae/5BF8FF54/t51.2885-15/e35/23498499_138020493624580_6793778087696793600_n.jpg;836916;4027;;
BbZ15F0DXkG;https://instagram.fbru2-1.fna.fbcdn.net/vp/d71ae8c9a4c3a00444bd6c0323a0c093/5C389FB8/t51.2885-15/e35/23422055_2052961864916251_1819593337678594048_n.jpg;450210;2884;person,woman,dark;
BbXVrBADZr1;https://instagram.fbru2-1.fna.fbcdn.net/vp/3053c171276e6efa30298d7965debb19/5C058CEE/t51.2885-15/e35/23498835_143770016262563_4385379097769934848_n.jpg;1007060;6364;grass,outdoor,marketplace,colorful,several,colored,sale;
BbdvrwEjNsj;https://instagram.fbru2-1.fna.fbcdn.net/vp/55a1f0d6328ea86691368d3e88e6785b/5C0235E8/t51.2885-15/e35/23507462_1972348483039846_5492993645206306816_n.jpg;614767;4236;wall,indoor;
BbdtH-zD10_;https://instagram.fbru2-1.fna.fbcdn.net/vp/7c1353f5b607fb35650d7360e3c92c0c/5BFE32DE/t51.2885-15/e35/23594368_1498263800226795_5965893553363091456_n.jpg;685510;3626;abstract,blur;
BbXPuXujdnV;https://instagram.fbru2-1.fna.fbcdn.net/vp/c53316082d7c4cf5c232ad2c6ebba17f/5C3B9258/t51.2885-15/e35/23507328_507531609611122_1230353129229254656_n.jpg;1159639;5189;;
BbXcUB0DTOm;https://instagram.fbru2-1.fna.fbcdn.net/vp/30394ac5e042de6809b3acd626e12432/5C0C2090/t51.2885-15/e35/23416562_165672387359327_5050586965469036544_n.jpg;854665;6815;outdoor,sky,grass,standing;
BbU3RBfB6qe;https://instagram.fbru2-1.fna.fbcdn.net/vp/b1751693a5c2739028a66ddf897d1843/5BF46226/t51.2885-15/e35/23421338_189629224945488_1683133404821848064_n.jpg;1753168;10846;cat,person,indoor;
BbaBy3VjGZs;https://instagram.fbru2-1.fna.fbcdn.net/vp/bd0d871c21a52e669dd6ca772f89acd5/5C14C2DC/t51.2885-15/e35/23498355_226870041184399_850308137679323136_n.jpg;837605;7249;bedclothes;
BbVLoAeBUo-;https://instagram.fbru2-1.fna.fbcdn.net/vp/a7bd0df143fbb59a4e00af9e70645376/5C3AB832/t51.2885-15/e35/23421145_1929696693959602_6076909515842781184_n.jpg;714774;3288;indoor,wall,room,bed,bedroom,furniture;
Bbfe71ah_-D;https://instagram.fbru2-1.fna.fbcdn.net/vp/06d3aa59e680af88da299bdd4aad56c6/5C145E3B/t51.2885-15/e35/23507518_360743344350015_5406821079236739072_n.jpg;455520;2738;man,person;
Bbhyi17DTo8;https://instagram.fbru2-1.fna.fbcdn.net/vp/496282cc2f9f435de55b8b662c343d43/5C3B5AB0/t51.2885-15/e35/23595047_357506681370361_7902950071879073792_n.jpg;2057492;12752;outdoor,tree,person,sidewalk;
BbpO375D7FG;https://instagram.fbru2-1.fna.fbcdn.net/vp/035a01704daa91d132307e257daacb7f/5BF64CE2/t51.2885-15/e35/23596289_903085363176355_1123292092894806016_n.jpg;1018596;4141;water,outdoor,ocean;
BbfsZ-3jbZF;https://instagram.fbru2-1.fna.fbcdn.net/vp/96c664e4ea18dcb10a033c23fb486c2a/5C00E83D/t51.2885-15/e35/23498828_2151213871773296_819155850823204864_n.jpg;1087834;6684;sky,outdoor,road,nature,rock,highland;
BbpXA_BD25i;https://instagram.fbru2-1.fna.fbcdn.net/vp/1caf47f7aaaa7dc633e77fb9a49ebefa/5C073A46/t51.2885-15/e35/23595852_383101912103802_7062153744867131392_n.jpg;1333057;6872;outdoor,yellow,colorful,colored;
BbnTdkRh3qX;https://instagram.fbru2-1.fna.fbcdn.net/vp/0cf878691a198b64c5b16a2e93225bf8/5C0589F3/t51.2885-15/e35/23594844_345655025901894_7103209036601884672_n.jpg;1047006;4683;grass,tree,outdoor,red;
BbsHxQtjm7E;https://instagram.fbru2-1.fna.fbcdn.net/vp/e400a0be72d73a907e31de332aca4429/5BFEF984/t51.2885-15/e35/23734024_136815860421497_7359117786691403776_n.jpg;1288725;12145;person;
Bbm_ne1hJVT;https://instagram.fbru2-1.fna.fbcdn.net/vp/5633b83a5c498b9e730b5989dadbffb9/5C34DA7B/t51.2885-15/e35/23594831_530685907295668_8993515716569202688_n.jpg;1042876;7059;person,man,necktie,clothing,indoor,suit,standing;
BbpTagGjmlc;https://instagram.fbru2-1.fna.fbcdn.net/vp/1930169c1a671c451310127a330ee787/5C15E3BC/t51.2885-15/e35/23595903_341819142957079_1553836768745226240_n.jpg;532957;3016;sky,outdoor,grass,person,field;
Bbfkd3aByu9;https://instagram.fbru2-1.fna.fbcdn.net/vp/8dfdcb44b09727a2d43d33cd04dee407/5C0327A1/t51.2885-15/e35/23498789_296584934168351_7222452210800525312_n.jpg;582698;3465;shoji,building;
BbxtFs7j6rZ;https://instagram.fbru2-1.fna.fbcdn.net/vp/4f1a8bbcc16d228825957a367ada3e8d/5C0A0BB3/t51.2885-15/e35/23734057_146614452628759_6006637352594702336_n.jpg;1328641;9005;outdoor,sky,water,nature,sunset,beach,sun,clouds,shore,day;
BbvbPgmDwG2;https://instagram.fbru2-1.fna.fbcdn.net/vp/6d338f52c4b98e197663f8ae76cf6585/5C04C773/t51.2885-15/e35/23733774_1298864936886953_2402102546396086272_n.jpg;797896;3616;person;
BbvObtBjuFJ;https://instagram.fbru2-1.fna.fbcdn.net/vp/e3fc8b1b29271d3ae3861fd344d7a54c/5C056820/t51.2885-15/e35/23823392_1032288586947772_2160179687291092992_n.jpg;789234;3812;outdoor,person,sky,tree,wearing,mammal;
Bbxn1LSj1ac;https://instagram.fbru2-1.fna.fbcdn.net/vp/bcdeb52f03db1f6b749a59237a17cc87/5C0B7DCE/t51.2885-15/e35/23734774_1773851899306134_6690005192424816640_n.jpg;928386;4605;meal,several;
BbxeWlrjGaf;https://instagram.fbru2-1.fna.fbcdn.net/vp/560c811c145ae3390b5c96553386af09/5BFDBE4D/t51.2885-15/e35/23824598_293784331132971_4815238120746254336_n.jpg;617875;2935;person,woman,standing,beautiful,crowd;
BbvnuI9DBZo;https://instagram.fbru2-1.fna.fbcdn.net/vp/20fe3e3c979c3b46b34239ef293fbbc5/5BFF4F7A/t51.2885-15/e35/23734898_903913746424285_6662438584785567744_n.jpg;1038374;5443;sky;
BcBzwRsjR26;https://instagram.fbru2-1.fna.fbcdn.net/vp/68f86eed0d0de13b735fb9e531fdcb94/5C35FFFD/t51.2885-15/e35/23970270_1302658496547342_8763715540096122880_n.jpg;1673636;9807;;
BcBee3GDTOu;https://instagram.fbru2-1.fna.fbcdn.net/vp/d3a60eb8ab4331e4145d6ca24ce34df4/5BFFAC5B/t51.2885-15/e35/24124994_1981962825348989_5644431095391846400_n.jpg;934002;3965;dog,ground,outdoor,animal,beach,black,mammal,sandy;
Bb2Zb4EDe5M;https://instagram.fbru2-1.fna.fbcdn.net/vp/8bd511dbec3bb49d8fcfaf2de41e663d/5C18CE40/t51.2885-15/e35/23735576_523037831380662_3313869991043923968_n.jpg;1195928;10579;plate,indoor,chocolate,food,dessert,fruit,decorated;
BcBooEqDsy1;https://instagram.fbru2-1.fna.fbcdn.net/vp/566b56c596aebcc1e60ada0ec21b6e02/5C364177/t51.2885-15/e35/24125509_1926249417389213_8310376669646946304_n.jpg;906213;4165;water,outdoor,boat,river,orange;
Bb5IxXODXgD;https://instagram.fbru2-1.fna.fbcdn.net/vp/5db3be26c919e3d7fa9509a9f2cac94b/5BFDBEA4/t51.2885-15/e35/23966891_1417117671719140_6587123416967413760_n.jpg;1196107;8782;tree,plant,outdoor,palm,sidewalk,stone,garden,walkway;
Bb7g1Lija7v;https://instagram.fbru2-1.fna.fbcdn.net/vp/5883be17987726633d6a01ab666c4fef/5C36E75C/t51.2885-15/e35/23969378_1456342887819644_1909466060923338752_n.jpg;992141;9411;table,outdoor,wooden,wood;
BcP2kUej9p3;https://instagram.fbru2-1.fna.fbcdn.net/vp/5c0aee578fe853efb75906365b7b26d1/5BFFFEC5/t51.2885-15/e35/24126942_303993946772321_3160468740076732416_n.jpg;798048;4343;tree,outdoor,plant,cement,concrete,stone;
BcLVEJQj2Jg;https://instagram.fbru2-1.fna.fbcdn.net/vp/bc5cbc1e1a79319dc53efd6172457d69/5C00A917/t51.2885-15/e35/24177827_167979450459509_2024171864166760448_n.jpg;979371;5256;person,indoor,dark;
BcDxOT_DwHx;https://instagram.fbru2-1.fna.fbcdn.net/vp/b4ffca788c9ac9f5256eb810322d2137/5C34935D/t51.2885-15/e35/24175177_1493252947389748_8935166438369394688_n.jpg;607614;3309;building,outdoor,old;
BcIuFDAB--X;https://instagram.fbru2-1.fna.fbcdn.net/vp/8cd5e6800a78d4cf92783792932d700d/5C09447C/t51.2885-15/e35/24253699_1748113378816743_8455281277006774272_n.jpg;1165787;9485;building,tepee,pencil;
BcFxRGvhGfv;https://instagram.fbru2-1.fna.fbcdn.net/vp/7e4dfc05c5964cac9f8a8418a0e2e284/5BF9C486/t51.2885-15/e35/24125583_146670982624930_1048336860515926016_n.jpg;874502;6900;;
BcDnmh7jUe4;https://instagram.fbru2-1.fna.fbcdn.net/vp/346f954786403327307f9430f7760bcd/5C00BE22/t51.2885-15/e35/24126976_324929671321584_777350915496607744_n.jpg;744019;3893;colorful,colored;
BcD15qsDXqd;https://instagram.fbru2-1.fna.fbcdn.net/vp/c00ed96f34ef9c84a7ae0e688975be56/5C01F2D0/t51.2885-15/e35/24125467_163532347587579_1023558180573020160_n.jpg;1302407;8465;sky,outdoor,mountain,nature,water,valley,canyon,lake;
BcIW8RhjLt3;https://instagram.fbru2-1.fna.fbcdn.net/vp/d3c8b48a3c6565e414b5809a48bbe606/5BF4460B/t51.2885-15/e35/24175192_171334853453819_8544024307888553984_n.jpg;470246;3543;colorful,painted,several;
BcP9O9UDBuZ;https://instagram.fbru2-1.fna.fbcdn.net/vp/abe491b4e40d8356b3e7f67a8ac70948/5C0661C4/t51.2885-15/e35/24274694_2099781020250336_3331918757881708544_n.jpg;805881;5179;sky,outdoor,air,high,rope,jumping,outdoor object,clouds,day;
BcK8E4uAQ_w;https://instagram.fbru2-1.fna.fbcdn.net/vp/fe44d8bc2995202d02e2e6323a9362b9/5BF48BF9/t51.2885-15/e35/24175568_142557599731270_5476547249062281216_n.jpg;633642;4265;person,indoor,colorful,decorated,several;
BcV1lf8Dv5k;https://instagram.fbru2-1.fna.fbcdn.net/vp/7fe9467c77336f83c2260e0a72576a51/5BFB0206/t51.2885-15/e35/24175302_149799388996104_1719230642144673792_n.jpg;700622;4150;sky,outdoor,building,farm building,colorful,green,barn,painted,colored;
BcTYkftDmVM;https://instagram.fbru2-1.fna.fbcdn.net/vp/328b3440080f0b75408c4b0dc768859a/5C35ED70/t51.2885-15/e35/24839020_1661807003889977_2684445630486544384_n.jpg;1171881;5702;shelf,book,indoor,library,scene,room;
BcTQxkijh56;https://instagram.fbru2-1.fna.fbcdn.net/vp/ae38d632e967a6b8ecfc2a284863e787/5C179275/t51.2885-15/e35/23422013_299523520567690_5831643488554319872_n.jpg;417286;2112;sky,outdoor,beach,water,air,catch,throwing,sand,sandy,shore,arm;
BcV7E13DuAP;https://instagram.fbru2-1.fna.fbcdn.net/vp/37820e0d8bd41368812d7cc6cd872c9d/5C19E3D4/t51.2885-15/e35/24327568_1296242787148097_8665998943848497152_n.jpg;879269;4473;sky,water,outdoor,ocean,wave,distance,day;
BcYB23eDNpy;https://instagram.fbru2-1.fna.fbcdn.net/vp/a69521c3b8234c6cc0cc439825463bc7/5C0C78AF/t51.2885-15/e35/25007105_1560458624014357_8444553561097895936_n.jpg;1012278;11213;bench,sitting,outdoor,ground,person,woman,park,wooden,lady,beautiful;
BcQEUV3DccR;https://instagram.fbru2-1.fna.fbcdn.net/vp/1ec44ec61ef97fa05678cde947ecb86f/5C3A0C8B/t51.2885-15/e35/24254580_331084237359408_1960772679384432640_n.jpg;822364;7215;outdoor,building,sidewalk,platform,way,railing,walkway,subway,day;
