shortcode;url;likes;comments;tags;
BX81mmrh6VF;https://instagram.fbru2-1.fna.fbcdn.net/vp/7e7bfb6c0f3335fd17164c607322af64/5C395323/t51.2885-15/e35/20905760_163438474219301_6170432093705732096_n.jpg;1152078;4620;water;
BX3Nj_XDunX;https://instagram.fbru2-1.fna.fbcdn.net/vp/d81e655a3a8884684576b6bd3339a30d/5C3A5391/t51.2885-15/e35/20837195_1933858020204830_3753977656392024064_n.jpg;815064;4098;person,woman,table,dining table;
BX6NOVPABgh;https://instagram.fbru2-1.fna.fbcdn.net/vp/484876f581f711dbdfeff91aecca5272/5C061DE7/t51.2885-15/e35/20969048_264925470673523_5467611264660275200_n.jpg;831675;7243;dirty;
BX-ry81gfdk;https://instagram.fbru2-1.fna.fbcdn.net/vp/3802cd52396c9ab0e84f52f23cef7655/5C057398/t51.2885-15/e35/20905125_310843539325678_4560501909613445120_n.jpg;1104281;7002;;
BYBQDosDu9R;https://instagram.fbru2-1.fna.fbcdn.net/vp/5ec489f6e855bf2b9a6888ccc645acf7/5C38C6A5/t51.2885-15/e35/21041451_113865382619857_6491883285977759744_n.jpg;871659;4187;sky,outdoor,beach,nature,shore,people,sandy,day;
BYBJ3ehjStm;https://instagram.fbru2-1.fna.fbcdn.net/vp/489a15ccb414c5c1910043d8476d9edb/5C17E31A/t51.2885-15/e35/20905804_189108948296191_2627212932114546688_n.jpg;1356768;5075;tree,outdoor,rock,forest,megalith,surrounded,stone,wooded;
BYE05jLDUpg;https://instagram.fbru2-1.fna.fbcdn.net/vp/c57399a9f4bd7b1592b01b6ec005819c/5C049A0E/t51.2885-15/e35/20986772_1872695726329500_925676752070508544_n.jpg;853500;3262;outdoor,sky,water,beach,nature,ocean,shore,sandy;
BYHg3hdDWgc;https://instagram.fbru2-1.fna.fbcdn.net/vp/f172e26e808cbf838e8336e69b4d5e8b/5BF7C3F4/t51.2885-15/e35/20986743_471229836565984_4612876415858114560_n.jpg;1321520;7558;water,outdoor,nature,lake,distance;
BYIG8wVjeIe;https://instagram.fbru2-1.fna.fbcdn.net/vp/cd611b65b6f1110fed6a5b579cae11d2/5C00EFB7/t51.2885-15/e35/20968899_650433071829251_8303311448445026304_n.jpg;740735;5121;sky,outdoor,group,line,sandy;
BYQqJu8BbO8;https://instagram.fbru2-1.fna.fbcdn.net/vp/56afea3bca7570b1860be00dbe550a41/5BF9D5A2/t51.2885-15/e35/21042674_163301437567409_5634241775108358144_n.jpg;853072;3168;road,outdoor,sky,person,sport;
BYOqZSIjoBc;https://instagram.fbru2-1.fna.fbcdn.net/vp/adc01e5232c9ea185c9faf3dde95a357/5C38605E/t51.2885-15/e35/21042023_163564850859642_3313231114658643968_n.jpg;695808;2757;;
BYL7e9Yj6qb;https://instagram.fbru2-1.fna.fbcdn.net/vp/6ca3cf920b5da9ecd927d7a291223273/5C36459C/t51.2885-15/e35/20986654_1577999078888924_4960588412567420928_n.jpg;826053;5444;yellow,wall,bright,colored;
BYOy8ZajD68;https://instagram.fbru2-1.fna.fbcdn.net/vp/c618bc5ddb8a1f93e89ce206a5927556/5C3655D0/t51.2885-15/e35/20987319_122818778292569_8738800245833465856_n.jpg;1016465;4336;water;
BYFdjnCDAby;https://instagram.fbru2-1.fna.fbcdn.net/vp/993fb52a8cbbbbd2cc930dee7abf30fe/5C16A83C/t51.2885-15/e35/20968456_486240871737678_3433266323776339968_n.jpg;829729;4239;person;
BYHX5DDDS2O;https://instagram.fbru2-1.fna.fbcdn.net/vp/296f886931d0ad6235a7fe0d791852e0/5C069622/t51.2885-15/e35/20987238_792176130962631_268716879437103104_n.jpg;839911;3275;water,outdoor,nature;
BYJ-YhYD89h;https://instagram.fbru2-1.fna.fbcdn.net/vp/2e96da78ebdbd682436d72116ec6028b/5C1693D6/t51.2885-15/e35/20987344_2000693236623679_3105379101536419840_n.jpg;1127473;10906;floor,indoor;
BYGiE3sDneo;https://instagram.fbru2-1.fna.fbcdn.net/vp/5ebccf18b058559e3bbb97f0f2415c80/5C35EF2A/t51.2885-15/e35/21041524_1792516310789033_6960577639467712512_n.jpg;1183437;5935;outdoor,grass,sky,mountain,field,nature,hill,green,grassy,pasture,hillside,plant,lush;
BYXc6xrDZZ2;https://instagram.fbru2-1.fna.fbcdn.net/vp/d3408223274de3de4c08cc1d8964f2d0/5C06E2B3/t51.2885-15/e35/21149558_1031382146998866_8178989612857819136_n.jpg;871537;3395;;
BYTEgBTDmHg;https://instagram.fbru2-1.fna.fbcdn.net/vp/99cabe099e5e6eb0b08323beeb9040ee/5C1A1CFD/t51.2885-15/e35/21042079_366361503782720_6801970729223979008_n.jpg;702798;2744;outdoor,water sport,jumping,sport,air;
BYYWY6ODycC;https://instagram.fbru2-1.fna.fbcdn.net/vp/641c9cd13e001e480fed32a8ed4e7a2a/5C0572FF/t51.2885-15/e35/21147338_133615653924106_3395996976993533952_n.jpg;890347;3790;grass,tree,outdoor,outdoor object,fountain,sprinkler system,dirt,day;
BYQtpEvBjOT;https://instagram.fbru2-1.fna.fbcdn.net/vp/8a9b4158b2ae58a35e4a1e4e271e87d5/5BF70B1D/t51.2885-15/e35/21041396_1859753591010304_8734811501115736064_n.jpg;1035482;5131;outdoor,tree,dirt;
BYTLkK4j6au;https://instagram.fbru2-1.fna.fbcdn.net/vp/90ef5882dd9db39c8ebc0fb4358ca23a/5BF8ACD5/t51.2885-15/e35/21147588_481323535557699_1490486894482423808_n.jpg;1005110;4356;row,lined,bunch,different,line,several;
BYXj7N6jyNR;https://instagram.fbru2-1.fna.fbcdn.net/vp/e9dfcea2998c28bf126d98cf135d6073/5C1B2E1F/t51.2885-15/e35/21042034_118786408847662_6573998082810183680_n.jpg;881812;3762;sky,outdoor,ground,person,standing,shore;
BYTSH96DIB2;https://instagram.fbru2-1.fna.fbcdn.net/vp/98cd6f70c9224bdedbde3d6236cf7f9d/5C0C1348/t51.2885-15/e35/21042419_176403236264523_4364434818600009728_n.jpg;803349;4682;grass,tree,outdoor,sky,chair,grassy,seat,lush;
BYUzVl5DtKG;https://instagram.fbru2-1.fna.fbcdn.net/vp/30a78ff7684229424ec4531b2a293acf/5C14DEA1/t51.2885-15/e35/21147264_1978404529085244_1820049592054448128_n.jpg;583245;5866;person,wall,indoor,people,posing,group,friends;
BYZ1VGSDJMx;https://instagram.fbru2-1.fna.fbcdn.net/vp/bb980f5354fec33d7bf44606be54fd3e/5C36CA19/t51.2885-15/e35/21108048_1512822445448419_5119964255101124608_n.jpg;829196;5798;snow,riding,wave,smoke;
BYbcvfjDM2W;https://instagram.fbru2-1.fna.fbcdn.net/vp/abf7b0f266905660f30bac865d27aad3/5C35D71E/t51.2885-15/e35/21147714_145300529398731_3977874211338190848_n.jpg;601801;3757;person,abstract,silhouette;
BYYyoCsjrT6;https://instagram.fbru2-1.fna.fbcdn.net/vp/05a63419e35d50b72fece3f6c7cda865/5BF75566/t51.2885-15/e35/21224172_118791632179844_7830711316120600576_n.jpg;672583;4107;person,outdoor,colorful,colored;
BYZcRIPjMi-;https://instagram.fbru2-1.fna.fbcdn.net/vp/1a4c30e73afc9190f0386010eb852051/5C044AEF/t51.2885-15/e35/21147726_1895526427131404_3797582904570150912_n.jpg;1079037;4615;nature,sky,rainbow,outdoor,clouds,distance;
BYZjiPjDVg7;https://instagram.fbru2-1.fna.fbcdn.net/vp/649bb6e7ec84c5866a6c41b083ca3989/5C18EBE2/t51.2885-15/e35/21149415_773423336182282_4670799457208500224_n.jpg;553573;2792;water,outdoor,person,dress;
BYjZTJYjN4K;https://instagram.fbru2-1.fna.fbcdn.net/vp/d694658b02acfd3b3d8d8759f5ffeb75/5BFE2F67/t51.2885-15/e35/21227317_1007167626093076_4870734471214661632_n.jpg;560387;7111;person,man,curtain,standing,dressed;
BYrjNB0j619;https://instagram.fbru2-1.fna.fbcdn.net/vp/de3a7f5b7103c7f555e966f5568b7de9/5C1AB072/t51.2885-15/e35/21372916_733404790203294_3525299114923261952_n.jpg;698287;3255;;
BYeBmzfBpqL;https://instagram.fbru2-1.fna.fbcdn.net/vp/ef1163bc45abbf3cdd952da0e347a5e0/5C0CDDDC/t51.2885-15/e35/21149674_601341433588172_7252937265897275392_n.jpg;374081;4434;different,several;
BYivyUOjvW0;https://instagram.fbru2-1.fna.fbcdn.net/vp/c079a44747e4de5b886701317647702c/5C04FFDF/t51.2885-15/e35/21224418_480244869000161_1414892704113885184_n.jpg;1400828;6851;outdoor,mountain,nature,dark,cave;
BYjJBXejLig;https://instagram.fbru2-1.fna.fbcdn.net/vp/581d900be04b2af4e2609664583bdbc7/5C163AED/t51.2885-15/e35/21294728_272491016584321_1322719609270304768_n.jpg;1244363;7037;person,tree,outdoor,grass,group,sport,dancer,standing,people,posing;
BYiaIZxAWCa;https://instagram.fbru2-1.fna.fbcdn.net/vp/69768e5bdec486d7599e73f26b74339e/5C073F9B/t51.2885-15/e35/21224151_146866722572048_88881427612958720_n.jpg;1084795;4974;ground,cat,outdoor,red,white,domestic cat;
BYqzuw7Bm8F;https://instagram.fbru2-1.fna.fbcdn.net/vp/550c515c1a4f472976831b46ac0cdac2/5C164DE0/t51.2885-15/e35/21371883_1450857831629551_548467847685210112_n.jpg;663630;4753;person,wearing,colorful,painted,decorated;
BYg0Jvahlo3;https://instagram.fbru2-1.fna.fbcdn.net/vp/59251b54ba33aac247c684d62b8ead84/5C086ED8/t51.2885-15/e35/21227255_147795325810232_542803133714137088_n.jpg;972659;4685;sky,water,outdoor,nature,sunset,sun,lake,pond;
BYrbxvyDG-Y;https://instagram.fbru2-1.fna.fbcdn.net/vp/91709e17979398199e254f42ae874765/5C0C7A9F/t51.2885-15/e35/21436033_494071214277261_3565777772938788864_n.jpg;618930;3143;water,person,outdoor,beach,group,sport,swimming;
BYjTe-qj5QU;https://instagram.fbru2-1.fna.fbcdn.net/vp/884aab0729e8eae4f5e2a199d9824c60/5C39C9AC/t51.2885-15/e35/21296789_804272933111115_310233562328596480_n.jpg;913059;4769;sky,outdoor,grass,yellow,day,field;
BYumEGWDzSX;https://instagram.fbru2-1.fna.fbcdn.net/vp/1100d9b1d95a2af3bf78587fccffea0c/5C390F5E/t51.2885-15/e35/21373236_1998037657091460_4114011197014016000_n.jpg;747672;5663;building,sky,outdoor,concrete,stone,cement,curb;
BYur9gdjaEY;https://instagram.fbru2-1.fna.fbcdn.net/vp/12a12786cbe3b1547fd01b5d1dd217f7/5BFF03BB/t51.2885-15/e35/21435392_102837200459290_8028445511574880256_n.jpg;965583;6054;outdoor,grass,sky,field,sunset,animal,mammal,distance;
BY0i8oQjhAG;https://instagram.fbru2-1.fna.fbcdn.net/vp/a2dcf11ec227abc8a5e7a0f0ee039f84/5C0731B6/t51.2885-15/e35/21433620_115504199167384_3755873510791053312_n.jpg;812549;4770;building,outdoor,pink,stone;
BY0p6CgDj6h;https://instagram.fbru2-1.fna.fbcdn.net/vp/30dc9ef8be3e5f69180d1340e37b208e/5C35B711/t51.2885-15/e35/21433554_355053808265696_5492164549014454272_n.jpg;970492;5720;outdoor,sky,mountain,standing,hill,mammal,hillside;
BYymM9Eh1vY;https://instagram.fbru2-1.fna.fbcdn.net/vp/8f1773b07e19d8c915d947fbcb9fa4ab/5C18854C/t51.2885-15/e35/21373373_348760988900762_155895853872054272_n.jpg;471695;3189;;
BYuBKZPDDSp;https://instagram.fbru2-1.fna.fbcdn.net/vp/73ac5ac90640afb31b31d5c749eba7a6/5C078924/t51.2885-15/e35/21433534_1951333531781912_517883020498173952_n.jpg;803490;3782;grass,sky,mountain,outdoor,field,nature,grassy,pasture,green,lush,highland,day,distance,hillside;
BYsIFarDWTX;https://instagram.fbru2-1.fna.fbcdn.net/vp/dc6f33e78de8f0acff46b39e8756149e/5C087109/t51.2885-15/e35/21433739_805981149582447_3326659604787494912_n.jpg;1034273;7038;nature,snow,outdoor,waterfall,water,wave;
BYy3chDBvu2;https://instagram.fbru2-1.fna.fbcdn.net/vp/f67ccb0c7fedf1d94177761b011232d9/5C0AC56A/t51.2885-15/e35/21433700_103022860424882_8756486087934738432_n.jpg;1061493;4696;;
BYzMfmvDBWg;https://instagram.fbru2-1.fna.fbcdn.net/vp/6e3bcc81f4725ea8955493b90964b386/5C00E8B3/t51.2885-15/e35/21568746_139298833344923_7692974111529631744_n.jpg;884584;4570;grass,sky,outdoor,highland;
BY0cGaMDPfD;https://instagram.fbru2-1.fna.fbcdn.net/vp/44f71a1576b5e5c4a38c594f3472feed/5BFF696E/t51.2885-15/e35/21435454_1849075838739833_7239152061554622464_n.jpg;768492;3425;sky,water,outdoor,boat,pier,dock,tied;
BY9xjkqjaK3;https://instagram.fbru2-1.fna.fbcdn.net/vp/c4d5cfdf3ae72ccebc9e15d6bc03c488/5C0B9D2B/t51.2885-15/e35/21689993_133001210668264_9200900780847005696_n.jpg;729054;4846;sky,outdoor,person,crowd;
BY9eVdbjiAx;https://instagram.fbru2-1.fna.fbcdn.net/vp/e00b0eb530ba40c20b3fe478e13e16b6/5C090724/t51.2885-15/e35/21569267_151500052102517_2612440997690343424_n.jpg;601589;3090;person,people,group,several;
BY7QsMjjTnY;https://instagram.fbru2-1.fna.fbcdn.net/vp/16f22a37c6a4de485c9b717bfe024cd1/5C08524C/t51.2885-15/e35/21688781_294616694352778_1896339451160821760_n.jpg;1172288;8674;tree,outdoor,sky,people,group;
BY9j8fVjfCY;https://instagram.fbru2-1.fna.fbcdn.net/vp/53af8c0d1405bd5df15aa49894e57440/5C159C42/t51.2885-15/e35/21576507_294964720910967_6235079967214927872_n.jpg;1050928;4770;tree,outdoor,decorated,surrounded,several,crowd;
BY9DwWZDv_U;https://instagram.fbru2-1.fna.fbcdn.net/vp/99d1da1d02915d83ad5c1fbe9c1920ff/5BF5131A/t51.2885-15/e35/21568577_1913133222294104_1704089121489682432_n.jpg;1487340;9354;tree,outdoor,person,woman,beautiful,pretty;
BY3s86IDPRO;https://instagram.fbru2-1.fna.fbcdn.net/vp/807d7082ea935037db9d12e516d98b0c/5C034949/t51.2885-15/e35/21435623_171087866788916_3212768698574045184_n.jpg;610998;7006;ground,person,outdoor,rock,hand,stone,crowd;
BZCGk29hw63;https://instagram.fbru2-1.fna.fbcdn.net/vp/b43b83ccb4d9f73be35a9eaa2b106e6c/5C09BCB0/t51.2885-15/e35/21690274_1932269656997884_4238435025189601280_n.jpg;718002;6605;plate,food,table,indoor,set,different,arranged,several,meal,variety;
BY7BH8bjF9V;https://instagram.fbru2-1.fna.fbcdn.net/vp/d97c0502f43b258806fe312155192d99/5BF91154/t51.2885-15/e35/21569105_1876833525979594_7561078968699322368_n.jpg;1072235;4817;person,outdoor,tree,ground,posing,people;
BZFCmEbjDq2;https://instagram.fbru2-1.fna.fbcdn.net/vp/9404c3d2333d68d04e704d81d47b2388/5C049E17/t51.2885-15/e35/21576786_263508510823918_2155120426269802496_n.jpg;562684;3561;tree,outdoor,sky,person,standing,colorful,bushes;
BZE26wQh_17;https://instagram.fbru2-1.fna.fbcdn.net/vp/7b215e1ac3f69c19875b8447f0900414/5C03649A/t51.2885-15/e35/21689932_115138279182394_3944308036897603584_n.jpg;727590;3413;person;
BZGkiAilkRa;https://instagram.fbru2-1.fna.fbcdn.net/vp/b51c95674c85872944a39e7f74b9e6d8/5BF93E10/t51.2885-15/e35/21577074_325880884541027_7483435859887259648_n.jpg;754403;2920;grass,outdoor,green;
BZEwkr9hPQY;https://instagram.fbru2-1.fna.fbcdn.net/vp/30fc1b85d256d459e44e69fc71696ac0/5C35E317/t51.2885-15/e35/21576512_861514894003342_1863914247667318784_n.jpg;621122;3808;person,several;
BZJmXVcF6Lr;https://instagram.fbru2-1.fna.fbcdn.net/vp/62134f5a53d5eabb43e8b829d80fef1a/5C17DE87/t51.2885-15/e35/21819664_116795689031086_2884000780405178368_n.jpg;488830;4404;person,man,outdoor;
BZGru5elL-Z;https://instagram.fbru2-1.fna.fbcdn.net/vp/be5c50614bc5d7c5a4c2e6e9c5fb6b7a/5BFE665E/t51.2885-15/e35/21689420_1963460803943335_1928791974941294592_n.jpg;1168120;5461;water,outdoor,mountain,lake,nature,rock,river,pond,overlooking,surrounded,hillside;
BZNHb3ijnDT;https://instagram.fbru2-1.fna.fbcdn.net/vp/623786f96ed1023c68ed99ee2edc8bfb/5C35B25C/t51.2885-15/e35/21819917_475472676159801_263180980125171712_n.jpg;843902;3679;wooden,bunch,fresh;
BZGyH_6FghL;https://instagram.fbru2-1.fna.fbcdn.net/vp/e013c3b82581e1387f5845d42d818be0/5C389EB9/t51.2885-15/e35/21577317_131294950843806_1708467200697827328_n.jpg;1082482;5336;grass,outdoor;
BZNOF1yD0GG;https://instagram.fbru2-1.fna.fbcdn.net/vp/b958ffcc3061904b26b8f700e7474b06/5C168DA0/t51.2885-15/e35/21820227_331775143900131_6391338385046241280_n.jpg;930011;6067;bed,cloth,laying;
BZNAF4IjA_1;https://instagram.fbru2-1.fna.fbcdn.net/vp/1a9c738569e145ed615bf9e16fb4914d/5C018EC7/t51.2885-15/e35/21690468_116360862375120_9177995677307764736_n.jpg;1082348;4612;outdoor,flying;
BZT1oVKB_4I;https://instagram.fbru2-1.fna.fbcdn.net/vp/b90aa9936e5a2d0306f249e26f7d4244/5BFC725C/t51.2885-15/e35/21911238_175408016352292_4428727730242060288_n.jpg;481142;8762;abstract,vector graphics;
BZW1p_TjSZA;https://instagram.fbru2-1.fna.fbcdn.net/vp/133a86b4de5ec1bfde2d31ddf57543d3/5C3A40B7/t51.2885-15/e35/21909454_118909455487611_8436299600322625536_n.jpg;498900;2594;person,man,outdoor;
BZW4jiVBpW-;https://instagram.fbru2-1.fna.fbcdn.net/vp/8ca0638d95e6e65ade2e065a8d13f254/5C36934F/t51.2885-15/e35/21909842_1973476036223130_7532974515190497280_n.jpg;970819;4659;outdoor,sky,person,water,man,beach,shore;
BZO6EI-BtjW;https://instagram.fbru2-1.fna.fbcdn.net/vp/81204ce5ddda41bbebc6b42dee5cf34c/5C36E8B0/t51.2885-15/e35/21690529_127698231133791_1753373596333375488_n.jpg;767907;4181;person,scene,stage;
BZPdTCRjWKp;https://instagram.fbru2-1.fna.fbcdn.net/vp/0458fc15e082ded36b8e9ba468b58a25/5C3603A9/t51.2885-15/e35/21827018_118182265520775_8043283223423221760_n.jpg;1641062;5969;outdoor,crowd;
BZPkAkLjIpT;https://instagram.fbru2-1.fna.fbcdn.net/vp/d6461e356c238473f9cea4c21b32856a/5C15FADB/t51.2885-15/e35/21909898_132490067376506_9061262048205209600_n.jpg;1051055;6708;different,plant,bunch,vegetable,several,variety;
BZhkPcQDtpC;https://instagram.fbru2-1.fna.fbcdn.net/vp/fb841bb236fc4452b7a389df4e23762e/5C3B930F/t51.2885-15/e35/21911113_2368481620043918_6936685350580387840_n.jpg;703954;3802;sky,outdoor,bird;
BZgVkrvgnkF;https://instagram.fbru2-1.fna.fbcdn.net/vp/552f4ce728b046b3d82c2c00c4c15ecb/5C058D25/t51.2885-15/e35/21981005_1971795689764207_4420441638816448512_n.jpg;537539;5733;;
BZhdLU4jh5o;https://instagram.fbru2-1.fna.fbcdn.net/vp/1d9a3bd0fb9c14fdff0c9b1c3171693d/5BF70157/t51.2885-15/e35/21984892_112256586191173_6576787805802856448_n.jpg;702856;2889;indoor,wall,person;
BZb-VlWDGm5;https://instagram.fbru2-1.fna.fbcdn.net/vp/a5a401964cc94529ecfc61cb0370eb93/5BFF808F/t51.2885-15/e35/21980895_1823482054629546_4460556392842919936_n.jpg;1066693;4862;grass,outdoor,sky,field,mountain,animal,standing,mammal,green,grassy,pasture,lush,horse,hillside,day,highland;
BZYY2-oDRlW;https://instagram.fbru2-1.fna.fbcdn.net/vp/de3754329286aa389ef5c92ed51c81e0/5C384DB5/t51.2885-15/e35/21910758_352855608495641_8243549753070059520_n.jpg;1039692;10707;building,sale,colorful,store,variety;
BZcEvW7DdTi;https://instagram.fbru2-1.fna.fbcdn.net/vp/2339514a43c42a741479812a5c35dde9/5C0AE83E/t51.2885-15/e35/21910777_1358479850945767_5349093974294396928_n.jpg;801744;5392;sky,outdoor,grass,flying,field;
BZhNc60gmHC;https://instagram.fbru2-1.fna.fbcdn.net/vp/d23e5a7ea85f13e6fd21db61235352c4/5BF58463/t51.2885-15/e35/21980480_1911845169081179_7572645049339478016_n.jpg;452338;2570;outdoor,painted;
BZYRqv4Deci;https://instagram.fbru2-1.fna.fbcdn.net/vp/48506db56d656d002b7b2d4ccda3c6ba/5C1AC895/t51.2885-15/e35/21878952_506032666424546_3540796911705391104_n.jpg;797590;3836;sky,outdoor,water,beach,ground,person,shore,ocean,nature,sand,sandy,day,distance;
BZZZS-PDB4l;https://instagram.fbru2-1.fna.fbcdn.net/vp/86ef3468536dc1917ac4c325c1c6a10b/5C0CA391/t51.2885-15/e35/21909362_1497316903668146_4450645171691847680_n.jpg;658508;6154;woman,person,hair,black,dark,close;
BZe853XDK7Q;https://instagram.fbru2-1.fna.fbcdn.net/vp/c691a57322481c6ad832da51de6c1c81/5BF43483/t51.2885-15/e35/21984557_1935431786673672_6625310039915626496_n.jpg;804635;3097;outdoor,grass,sky;
BZuEAeqDpTE;https://instagram.fbru2-1.fna.fbcdn.net/vp/91d2843c29ae0e4a77da2c94380e8a2a/5C3B898A/t51.2885-15/e35/22157779_1509263512487909_2162670270106566656_n.jpg;1084586;10333;sky,outdoor,water,water sport,surfing,sport,air,shore;
BZt98yRD-kl;https://instagram.fbru2-1.fna.fbcdn.net/vp/22df0c621aa104413da8b46cf5e98f14/5C0281F9/t51.2885-15/e35/22158888_2014306365468697_844411903496159232_n.jpg;858023;3937;grass,outdoor,standing;
BZqaPk5joBS;https://instagram.fbru2-1.fna.fbcdn.net/vp/7deb264d7f21b9dcd952e49e4d4c1bb0/5BF9B16D/t51.2885-15/e35/22069708_135049090461710_3369394714066288640_n.jpg;1086693;4803;tree,outdoor,grass,forest,plant,wooded,wood,lush,surrounded;
BZqg2s6juca;https://instagram.fbru2-1.fna.fbcdn.net/vp/3d7ee2c4c738a896cb314ca5d8f070d9/5BF8226B/t51.2885-15/e35/22071126_428785474189917_1640816981839970304_n.jpg;705609;4323;outdoor,sandy;
BZh9V1YjqIr;https://instagram.fbru2-1.fna.fbcdn.net/vp/d316e7aa39abee0be147473585c75b8a/5C14D078/t51.2885-15/e35/22069608_1519142728177203_5743612378566623232_n.jpg;840577;4615;fountain;
BZo7HolB929;https://instagram.fbru2-1.fna.fbcdn.net/vp/b8e7a348c35ffb078dfd6adfbe672d0d/5BF7DDB3/t51.2885-15/e35/21984702_485334855178715_6499371634472779776_n.jpg;905345;3584;grass,outdoor,sky,tree,field;
BZotipTBJjD;https://instagram.fbru2-1.fna.fbcdn.net/vp/a2807a073509c6f3fd1f5fcd28b4267d/5C1AFA62/t51.2885-15/e35/21984753_292343151266885_4349992333937213440_n.jpg;822671;4274;food,table,plate,different,meal,variety,several,arranged;
BZjeoacFYIm;https://instagram.fbru2-1.fna.fbcdn.net/vp/8cd17bedf74c9fa8d38d3e265c5921cd/5C030BD1/t51.2885-15/e35/21985313_400032113744601_677307280198205440_n.jpg;737169;8517;clothing,hairpiece,scarf,hair;
BZrMr50j2io;https://instagram.fbru2-1.fna.fbcdn.net/vp/e39b6f1ba7101f63f96aa81a5cc36970/5C172ED1/t51.2885-15/e35/22071346_1293268230785002_6696505251765157888_n.jpg;623630;7033;indoor;
BZjV60WA7ef;https://instagram.fbru2-1.fna.fbcdn.net/vp/6da457278e340326efa2c6e9f67968fd/5BF7EED4/t51.2885-15/e35/21984582_501847316849130_2892061952983433216_n.jpg;496108;3605;;
BZ6leGahr5g;https://instagram.fbru2-1.fna.fbcdn.net/vp/a0fe90ddb3db96396c1272436ccbef9a/5BF53FE8/t51.2885-15/e35/22159103_1755163721443632_4597164605150593024_n.jpg;970398;20744;;
BZxDAnlh2I4;https://instagram.fbru2-1.fna.fbcdn.net/vp/049b31f78ab0c1c9b65d04813027739b/5C35811F/t51.2885-15/e35/22071578_964948613643587_1628268367301312512_n.jpg;1219898;5943;sky,outdoor,nature,mountain,clouds,overlooking,cloudy,hill,promontory,hillside,day,distance,highland;
BZ6Utwlj5_G;https://instagram.fbru2-1.fna.fbcdn.net/vp/338c891c26ff59ed42042d2d41093f77/5BFFC9CF/t51.2885-15/e35/22159271_2000232220188257_9062449331784646656_n.jpg;1020622;35584;indoor,food,cloth;
BZxJMECBx3_;https://instagram.fbru2-1.fna.fbcdn.net/vp/8e747212dadb04033473a43f7298ebf5/5C06D3EF/t51.2885-15/e35/22071245_716483801879889_1019569869646987264_n.jpg;1228775;7447;wall,indoor,sitting,dog,chair;
BZ4EgFgBr0e;https://instagram.fbru2-1.fna.fbcdn.net/vp/fc9b2e5d8e75272c1dc57dd90ffcf787/5BF75599/t51.2885-15/e35/22158945_828102867374099_7415784008941830144_n.jpg;777939;4311;person,outdoor,ground,man,street,way;
BZy0mDkhgJG;https://instagram.fbru2-1.fna.fbcdn.net/vp/9c300d6e6b9c53c6a7ed612cc6918d9d/5BF49B70/t51.2885-15/e35/22157707_1943058659240954_1643066208968245248_n.jpg;780533;12507;person,indoor,kitchen,preparing,cooking,meal,kitchen appliance;
BZwY7ecDGMU;https://instagram.fbru2-1.fna.fbcdn.net/vp/bb847dfcd1e23f2f0cceafe37532fa24/5C0A16A5/t51.2885-15/e35/22221309_1288555347922804_5818362534847053824_n.jpg;617020;7994;outdoor,night;
BZ66unFhQ-r;https://instagram.fbru2-1.fna.fbcdn.net/vp/453801901af94cd15e4f9c9a4f89ba53/5C086289/t51.2885-15/e35/22159217_630424707345112_2466181938033983488_n.jpg;1318047;5759;tree,outdoor,fence,plant,forest;
BZ9ABMpj1DN;https://instagram.fbru2-1.fna.fbcdn.net/vp/5f495d5a25ba672ce85512381bf2ee0b/5C079508/t51.2885-15/e35/22159346_1929202167353565_820740453237260288_n.jpg;1284952;6096;cat,black,domestic cat,mammal;
BZxVVz0j5O8;https://instagram.fbru2-1.fna.fbcdn.net/vp/11e4d9a71051086168d9abc2443126fe/5BF59EB0/t51.2885-15/e35/22157866_165840420661583_8295584553171419136_n.jpg;790380;7333;sky,person,nature,outdoor;
BaGGigrDESA;https://instagram.fbru2-1.fna.fbcdn.net/vp/edb22169590f3a5c77c3a7118d66a524/5C174686/t51.2885-15/e35/22280787_1864861307177066_6371042216441282560_n.jpg;1582698;11425;outdoor,sky,mountain,nature,soil;
BaDdcZRDORF;https://instagram.fbru2-1.fna.fbcdn.net/vp/75a964427c8fb24c3e88f5b3bcccbe18/5BFD15ED/t51.2885-15/e35/22280694_220549528481484_6010140847612362752_n.jpg;1911645;9799;sky,outdoor,person;
BaDWL4iDlUh;https://instagram.fbru2-1.fna.fbcdn.net/vp/09d4fe5cfed165c59b592db66587eb5b/5C0356F2/t51.2885-15/e35/22280498_526087827726736_2677473090383904768_n.jpg;929662;4025;flower,arranged,colored,several;
BaJy8JWAShJ;https://instagram.fbru2-1.fna.fbcdn.net/vp/5f88a1c878eea0abe6bdf7839a4da492/5C05E938/t51.2885-15/e35/22426888_490702004648863_8208927132638773248_n.jpg;807279;4628;person,group,people,posing;
BZ9ITW8Dyii;https://instagram.fbru2-1.fna.fbcdn.net/vp/aedb9a1cf99f5bf357027e5d2a18a226/5C1A981A/t51.2885-15/e35/22278101_1983448621898642_6748617266788564992_n.jpg;1008488;6832;outdoor,water,nature,shore,sandy;
BaKZVl1jBZ3;https://instagram.fbru2-1.fna.fbcdn.net/vp/26ad30d44c9a035ce2b6840344bdc718/5C04E61D/t51.2885-15/e35/22344338_157922711462305_8533339013371658240_n.jpg;850245;6626;tree,person,outdoor,sky,girl,young,smiling,posing;
